SNO,Author,Title,Year,Department,Course,
6650,"AGGARWAL, R.S.",LOGICAL REASONING /,2014,CSE,ECE,
5090,"GEORGE, VARGHESE",LOW ENERGY /,2001,CSE,CSE,
6716,"SALWI, DILIP M.",M. VISVESWARAYA /,2007,CSE,ECE,
5852,MOTOROLA,M68000 FAMILY REFERENCE MANUAL /,1996,CSE,CSE,
45776,"DUTT,  SAIKAT",MACHINE LEARNING,2025,CSE,CSM,
45778,MARSLAND STEPHON,MACHINE LEARNING,2025,CSE,CSC,
43474,"MUELLER,  JOHN PAUL",MACHINE LEARNING (IN PYTHON AND R) /,2021,CSE,ME,
43502,"CHOPRA,  RAJIV",MACHINE LEARNING /,2022,CSE,ME,
43510,"DUTT,  SAIKAT",MACHINE LEARNING /,2006,CSE,DMEC,
43422,"FLACH,  PETER",MACHINE LEARNING /,2012,CSE,ME,
43533,"JAIN,  V.K.",MACHINE LEARNING /,2022,CSE,DCSE,
43431,"MITCHELL,  TOMM",MACHINE LEARNING /,2017,CSE,ME,
43426,"HARRINGTON,  PETTER",MACHINE LEARNING ACTION /,2012,CSE,ME,
43478,"BELL,  JASON",MACHINE LEARNING FORN BIG DATA /,2015,CSE,H&S,
43543,"LANTZ,  BRETT",MACHINE LEARNING WITH R /,2019,CSE,DMEC,
5732,"PIZZI, MATHEW",MACRO MEDIA FLASH MX /,2008,CSE,CSE,
5063,"TYRA, M.",MAGICAL BOOK ON QUICKER MATHS /,2006,CSE,MTECE_VLSI,
5066,"PANDEY, M.K.",MAGICAL BOOK SERIES ANALYTICAL REASONING /,2009,CSE,MTECE_VLSI,
6717,"AMOS, JULIE-ANN",MANAGE YOUR TIME /,2005,CSE,EEE,
1940,"JAMES, A.",MANAGEMENT INFORMATION SYSTEM /,2003,CSE,CSE,
915,"JAWADEKAR, WAMAN S.",MANAGEMENT INFORMATION SYSTEM /,2008,CSE,CSE,
1933,"LAUDON, KENNETH C.",MANAGEMENT INFORMATION SYSTEMS /,2006,CSE,CSE,
3989,"POST, GERALD V.",MANAGEMENT INFORMATION SYSTEMS /,2004,CSE,CSE,
1935,"SADAGOPAN, S.",MANAGEMENT INFORMATION SYSTEMS /,2004,CSE,CSE,
5083,"RAVINDRA BABU, G.",MANAGEMENT SCIENCE /,2007,CSE,CSE,
4898,"DEAN, JOEL",MANAGERIAL ECONOMICS /,2006,CSE,CSE,
1538,"MOTE, V.L.",MANAGERIAL ECONOMICS /,2001,CSE,CSE,
4320,"VARSHNEY, R.L.",MANAGERIAL ECONOMICS /,2007,CSE,CSE,
3724,"MOTE, V.L.",MANAGERIAL ECONOMICS :,2002,CSE,CSE,
4478,"MURTHY, P.B.G.S.N.",MANAGERIAL ECONOMICS AND FINANCIAL ANALYSIS /,2003,CSE,CSE,
1539,"RAGHUNATHA REDDY, D.",MANAGERIAL ECONOMICS AND FINANCIAL ANALYSIS /,1992,CSE,CSE,
4123,"SRINIVAS RAO, G.",MANAGERIAL ECONOMICS AND FINANCIAL ANALYSIS /,2006,CSE,CSE,
4653,"ARYASRI, A.R.",MANAGERIAL ECONOMICS AND PRINCIPLES OF ACCOUNTANCY /,1997,CSE,CSE,
5084,"LAKSHMANA RAO, M.",MANAGERIAL ECONOMICS AND PRINCIPLES OF ACCOUNTANCY /,1994,CSE,CSE,
5130,"HUMPHRIES, JOHN",MANAGING THROUGH PEOPLE /,2006,CSE,CSE,
1246,"KANTER, JEROMR",MANAGING WITH INFORMATION /,2004,CSE,CSE,
5271,"TEE, REBECCA",MANAGING YOUR CAREER /,2010,CSE,CSE,
5283,"CHRSTOPHER, ELIZABETH M.",MANAGINMG RECRUIT MENT TRAINING AND DEVELOPMENT /,2014,CSE,CSE,
45789,SHANNON BRADSHAW,MANGO DB THE DEFINITIVE GUIDE,2022,CSE,CSD,
5194,"WEISS, BRAIN",MANY LIVES MANY MASTERS /,2003,CSE,CSE,
4718,"RAJAN NAIR, N.",MARKETING /,2016,CSE,CSE,
4720,"GUPTA, C.B.",MARKETING MANAGEMENT /,2001,CSE,MTECE_VLSI,
2516,"SAXENA, RAJAN",MARKETING MANAGEMENT /,2005,CSE,CSE,
6378,"PATTABIRAM, B.V.",MASTER MIND /,2005,CSE,CSE,
5307,"BUZAN, TONY",MASTER YOUR MEMORY /,2012,CSE,CSE,
2544,"VENUGOPAL, K.R.",MASTERING C++ /,2006,CSE,CSE,
5181,"EVANS, ERIC",MASTERING NEGOTIATIONS /,,CSE,CSE,
5182,"THOMAS, MARK",MASTERING PEOPLE MANAGEMENT /,2006,CSE,CSE,
5981,"ARMAN, DANESH",MASTERING RED HAT LINUX 7.1 /,2001,CSE,CSE,
2612,"ERANGELOS, PETROUTSES",MASTERING VISUAL BASIC 6 /,2005,CSE,CSE,
5880,"COWART, ROBERT",MASTERING WINDOWS 3.1 /,1999,CSE,CSE,
1522,"MINASI, MARK",MASTERING WINDOWS NT WORK STATION /,2006,CSE,CSE,
6262,"VIJAYA, M.S.",MATERIAL SCIENCE /,2005,CSE,CSE,
6255,"RAGHAVAN, V.",MATERIAL SCIENCE AND ENGINEERING /,2005,CSE,CSE,
6257,"ARUMUGAM, M.",MATERIALS SCIENCE /,2005,CSE,CSE,
6726,"BLUM, RAYMOND",MATHEMAGIC /,2006,CSE,MBA,
4665,"ROGERS, DAVID F.",MATHEMATICAL ELEMENTS FOR COMPUTER GRAPHICS /,2005,CSE,CSE,
2065,"POTTER, MERIE C.",MATHEMATICAL METHODS /,2006,CSE,CSE,
6140,"SRI  RAMACHARY, S.K.V.S.",MATHEMATICAL METHODS /,2004,CSE,CSE,
43483,"WILLIAM,  JAMES",MATHEMATICAL STATISTICS AND DATA ANALYSIS /,2007,CSE,ME,
4477,"SRI  RAMACHARY, S.K.V.S.",MATHEMATICS - 3 /,2007,CSE,CSE,
5058,"PRATAP, RUDRA",MATLAB /,2006,CSE,CSE,
5122,"MARSHAL, PETER",MAXIMISING YOUR MEMORY /,2008,CSE,CSE,
5857,"TERPACK, DAN",MEASUREMENT PRODUCT CATALOG 1996 /,1997,CSE,CSE,
5866,"TERPACK, DAN",MEASUREMENT PRODUCT CATALOG 1999/98 /,1998,CSE,CSE,
1164,"DOEBELIN, EARNEST O.",MEASUREMENT SYSTEM /,1990,CSE,CSE,
5172,"GERSON, RICHARD F.",MEASURING CUSTOMER SATISFACTION /,2004,CSE,CSE,
45663,MURTHY M N,MECHINE LEARNING,2024,CSE,MEC,
6649,"THORPE, EDGAR",MENTAL ABILITY AND QUANTITATIVE APTITUDE /,2009,CSE,CSE,
6725,"STICKERS, TERRY",MESMERIZING MIND-BENDING PUZZLES /,2004,CSE,GENERAL,
43256,"DUSHYANTH,  K.",MICRO  CONTROLLER /,2020,CSE,DMEC,
1216,"UFFENBECK, JOHN",MICRO COMPUTING AND MICROPROCESSORS /,2009,CSE,CSE,
1406,"MILLMAN, JACOB",MICRO ELECTRONICS /,2003,CSE,CSE,
2924,"MILLMAN, JACOB",MICRO ELECTRONICS :,2003,CSE,CSE,
1847,"GIBSON, GLENN A.",MICROCOMPUTER SYSTEMS:THE 8086/8088 FAMILY /,,CSE,CSE,
5007,"LIU, YU-CHENG",MICROCOMPUTER SYSTEMS:THE 8086/8088 FAMILY /,2007,CSE,CSE,
2068,"UFFENBECK, JOHN",MICROCOMPUTER SYSTEMS:THE 8086/8088 FAMILY /,2009,CSE,CSE,
2804,SEDRA,MICROELECTRONIC CIRCUITS /,1999,CSE,CSE,
5381,"GAONKAR, RAMESH S.",MICROPROCESSOR ARCHITECTURE PROGRAMMING AND APPLICATIONS WITH THE 8065 /,2001,CSE,CSE,
2201,"MUKHOPADHYAY, A.K.",MICROPROCESSOR MICROCOMPUTER AND THEIR APPLICATIONS /,2006,CSE,CSE,
6534,"CLEMENTS, ALAN",MICROPROCESSOR SYSTEM DESIGN /,2015,CSE,CSE,
5804,"GODSE, A.P.",MICROPROCESSORS & INTEGRATED CIRCUITS /,2016,CSE,CSE,
3099,"HALL, DOUGLAS V.",MICROPROCESSORS AND INTERFACING /,2003,CSE,CSE,
5371,"GODSE, A.P.",MICROPROCESSORS AND MICROCONTROLLERS /,2000,CSE,CSE,
3364,"GILMAN, CHARLES M.",MICROPROCESSORS PRINCIPLES AND APPLICATIONS /,2002,CSE,CSE,
5490,"RAFIQUZZAMAN, M.",MICROPROCESSORS THEORY AND APPLICATIONS :,2002,CSE,CSE,
5865,ET&T,MICROSOFT MS DOS SHELL USERS GUIDE /,1998,CSE,CSE,
1401,"KULKARNI, M.",MICROWAVE AND RADAR ENGINEERING /,2003,CSE,CSE,
1385,"LIAO, SAMUEL Y.",MICROWAVE DEVICES AND CIRCUITS /,2007,CSE,CSE,
6396,"BAGAD, V.S.",MICROWAVE ENGINEERING /,2005,CSE,CSE,
2460,"DAS, ANNAPURNA",MICROWAVE ENGINEERING /,1991,CSE,CSE,
5611,"GUPTA, SANJEEV",MICROWAVE ENGINEERING /,2005,CSE,CSE,
6395,"SISODIA, M.L.",MICROWAVE ENGINEERING /,2005,CSE,CSE,
1926,"REICH, HERBERT J.",MICROWAVE PRINCIPLES /,2001,CSE,CSE,
5980,"GUPTA, K.C.",MICROWAVES /,2001,CSE,CSE,
4543,"SCHWARTZ, KARL",MICRPSOFT WINDOWS 98 /,2002,CSE,CSE,
4212,"JOHNSON, RICHARD A.",MILLER& FREUNDS PROBABILITY AND STATISTICS FOR ENGINEERS /,2006,CSE,CSE,
6377,"PATTABIRAM, B.V.",MIND MAGIC /,2005,CSE,CSE,
6727,"STICKELS, TERRY",MIND STRETCHING PUZZLES /,2015,CSE,MBA,
5237,"HARRIS, CLARE",MINIMISE STRESS MAXIMISE SUCCESS /,2007,CSE,CSE,
2596,"LOBERSOMMER, HANS",MOBILE COMMUNICATIONS /,2002,CSE,CSE,
38713,"PRADEEP,  PANNERU",MOBILE COMMUNICATIONS /,2016,CSE,DCIV,
2271,"TAYLOR, SHIRLEY",MODEL BUSINESS LETTERSAND OTHER BUSINESS DOCUMENTS /,2003,CSE,CSE,
1645,"SRIRASTARA, S.B.",MODELS OF ENGLISH PRASE /,2005,CSE,CSE,
4560,"LOTIA, MANAHAR",MODERN ALL ABOUT HARD DISK DRIVE /,2006,CSE,CSE,
4559,"LOTIA, MANAHAR",MODERN ALL ABOUT PRINTERS /,2006,CSE,CSE,
2669,"GOPAL, M.",MODERN CONTROL SYSTEM THORY /,2009,CSE,CSE,
6644,"DORE, RICHARD C.",MODERN CONTROL SYSTEMS /,2016,CSE,DCSE,
1293,"LATHI, B.P.",MODERN DIGITAL AND ANALOG COMMUNICATIONS /,2001,CSE,CSE,
2728,"JAIN, R.P",MODERN DIGITAL ELECTRONICS /,2003,CSE,CSE,
2720,PRABHAKAR,MODERN DIGITAL SIGNAL PROCESSING /,2003,CSE,CSE,
3501,"HELFRICK, ALBERT D.",MODERN ELECTRONIC INSTRUMENTATION AND MEASUREMENT TECHNIQUES /,2000,CSE,CSE,
5041,"KRISHNASWAMY, N.",MODERN ENGLISH /,2003,CSE,CSE,
1730,"GULATHI, R.R.","MODERN TELEVISION PRACTICE PRINCIPLES, TECHNOLOGY AND SERVICING / ",2007,CSE,CSE,
6657,A TEAM OF EXPERTS,MODERN UGC NET GENERAL /,2001,CSE,ECE,
2722,"WOLF, WAYNE",MODERN VLSI DESIGN /,2003,CSE,CSE,
6394,"SHAKUNTALA DEVI, S.",MORE PUZZLES /,2005,CSE,CSE,
5139,"DENNY, RICHARD",MOTIVATE TO WIN /,2006,CSE,CSE,
5171,"DELL, TWYLA",MOTIVATING AT WORK /,1994,CSE,CSE,
5888,CREATIVE,MOZART STERO SOUND SYSTEM /,2000,CSE,CSE,
2439,"GINI, COURTER",MS OFFICE 2000 NO EXPERIENCE REQUIRED /,2007,CSE,CSE,
2301,"SUTTON, JONE",MS-OFFICE 2000 PROFESSIONAL FAST AND EASY /,1998,CSE,CSE,
1069,"HOLZNER, STEVEN",MS-VISUAL C++5 /,2010,CSE,CSE,
5094,"FAZEL, KHALED",MULTI CARRIER SPREAD SPECTRUM AND RELATED TOPICS /,2003,CSE,CSE,
5099,XIAOPENGLI,MULTI STANDARD CMOS WIRELESS COMMUNICATION /,2010,CSE,CSE,
5395,"STEINMETZ, RELF",MULTIMEDIA /,2001,CSE,CSE,
5389,"HALSALL, FRED",MULTIMEDIA COMMUNICATIONS /,2001,CSE,CSE,
5907,"HOFSTETTER, FRED T.",MULTIMEDIA LITERACY /,2000,CSE,CSE,
2576,"VAUGHAN, TAY",MULTIMEDIA MAKING IN WORK /,2007,CSE,CSE,
5394,"ANDLEIGH, PRABATH K.",MULTIMEDIA SYSTEM DESIGN /,2001,CSE,CSE,
2407,"VAUGHAN, TAY",MULTIMEDIA:MAKING IT WORK /,2006,CSE,CSE,
43487,"HAIR,  JOSEP F.",MULTIVARIATE DATA ANALYSIS /,2006,CSE,ME,
5482,"ALLEN, JAMES",NATURAL LANGUAGE UNDERSTANDING /,2002,CSE,CSE,
5144,"COHEN, STEVEN",NEGOTIATING SKILLS FOR MANAGERS /,2003,CSE,CSE,
2287,"MITHAL, G.K",NETEORK ANALYSIS /,,CSE,CSE,
5796,"JAGAN, N.C.",NETWORK ANALYSIS & SYNTHESIS /,2015,CSE,CSE,
5523,"SINHA, UMESH",NETWORK ANALYSIS & SYNTHESIS /,2004,CSE,CSE,
5097,"RANDHAWA, TEJINDER S.",NETWORK MANAGEMENT IN WIRED AND WIRELESS NETWORKS /,2004,CSE,CSE,
6104,"FADIA, ANKIT",NETWORK SECURITY /,2003,CSE,CSE,
1761,"JAGAN, N.C.",NETWORK THEORY /,2007,CSE,CSE,
4117,"RAMANA, B.V",NETWORK THEORY /,2001,CSE,CSE,
3139,"SREENIVASULU, N.",NETWORK THEORY /,2005,CSE,CSE,
4505,"SUDHAKAR, A.",NETWORK THEORY /,2006,CSE,CSE,
2034,"USHA, NANDINI A.",NETWORK THEORY /,2007,CSE,CSE,
4113,VENU GOPAL,NETWORK THEORY /,2007,CSE,CSE,
6457,"AATRE, VASUDEV",NETWORK THEORY AND FILTER DESIGN /,2006,CSE,CSE,
2944,"CHOUDHURY, D.R.",NETWORKS AND SYSTEMS /,2003,CSE,CSE,
4579,"MAHMOOD, RAHMATULLAH SYED",NEURAL NETWORK /,2002,CSE,CSE,
3566,"FREEMAN,JAMES A.",NEURAL NETWORKS /,2004,CSE,CSE,
5705,HAGAN MARTIN T.,NEURAL NETWORKS /,2006,CSE,CSE,
1853,"HAYKIN, SIMON",NEURAL NETWORKS /,1994,CSE,CSE,
1466,"KOSKO, BART",NEURAL NETWORKS AND FUZZY SYSTEMS /,2007,CSE,CSE,
6490,"RAJASEKARAN, S.","NEURAL NETWORKS, FUZZY LOGIC AND GENITIC ALGORITHMS / ",2007,CSE,CSE,
4544,"STEPHENSON, D.J.",NEWNES GUIDE TO SATELLITE /,2002,CSE,CSE,
5180,"KNIGHT, SUE",NLP AT WORK :,2007,CSE,CSE,
6654,"AGGARWA, R.S.",NON VERBAL REASONING /,1998,CSE,ECE,
2855,"JOHN, H.",NUMARICAL METHODS FOR MATHEMATICAL SCIENCE AND ENGGNEERING /,2007,CSE,CSE,
3541,"JAIN, M.K.",NUMARICAL METHODS FOR SCIENTIFIC AND ENGINEERING COMPUTATION /,2006,CSE,CSE,
2796,"SHANKER RAO, G.",NUMERICAL ANALYSIS /,2008,CSE,CSE,
6328,"VEDAMURTHY, V.N.",NUMERICAL METHODS /,2005,CSE,CSE,
3359,"CHAPRA, STEVEN C.",NUMERICAL METHODS FOR ENGINEERS /,2006,CSE,CSE,
2156,"PRESS, WILLIAM H.",NUMERICAL RECIPES IN FORTRON :,2001,CSE,CSE,
5968,"COAD, PETER",OBJECT - ORIENTED ANALYSIS /,2001,CSE,CSE,
5913,"NAGAMALLIKA, T.",OBJECT ORIENTED ANALYSIS AND DESIGN USING UML /,2000,CSE,CSE,
6127,"SRIMATHI, H.",OBJECT ORIENTED ANALYSIS AND DESIGN USING UML /,2004,CSE,CSE,
4023,"PRABHU, C.S.R.",OBJECT ORIENTED DATABASE SYSTEMS /,2006,CSE,CSE,
4675,"RUMBAUGH, JAMES",OBJECT ORIENTED MODELING AND DESIGN /,2001,CSE,CSE,
45735,NARASIMHA MURTHY,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,2024,CSE,DCME,
3975,"BALAGURUSAMY, E.",OBJECT ORIENTED PROGRAMMING WITH C++ /,2004,CSE,CSE,
903,"SAMANTA, D.",OBJECT ORIENTED PROGRAMMING WITH C++ /,2007,CSE,CSE,
2510,"BAHRAMI, ALI",OBJECT ORIENTED SYSTEMS DEVELOPMENT /,2006,CSE,CSE,
2205,"LAFORE, ROBERT",OBJECT-ORIENTED PROGRAMMING IN TURBO C++ /,2001,CSE,CSE,
870,"LAFORE, ROBERT",OBJECT-ORIENTED PROGRRAMMING IN C++ /,2006,CSE,CSE,
4197,"NABAJYOTI, BARKAKATI",OBJECT-ORIENTED PROGRRAMMING IN C++ /,2007,CSE,CSE,
1814,"RAJARAM, R.",OBJECT-ORIENTED PROGRRAMMING IN C++ /,1987,CSE,CSE,
4476,"AMARENDRA, K.",OBJECTE ORIENTED PROGRAMMING /,2006,CSE,CSE,
1533,"SENGUPTA, PROBAL",OBJECTE ORIENTED PROGRAMMING FUNDAMENTALS AND APPLICATIONS /,2005,CSE,CSE,
6647,"AGGARWAL, R.S.",OBJECTIVE ARITHMETIC /,2016,CSE,DCSE,
5065,"PRASAD, HARI MOHAN",OBJECTIVE ENGLISH /,2009,CSE,MTECE_VLSI,
5059,"AGGARWAL, R.S.",OBJECTIVE GENERAL ENGLISH /,2000,CSE,CSE,
5286,"HAWKING, STEPHEN",ON THE SHOULDERS OF GIANTS /,2011,CSE,CSE,
6713,"BHAGAT, CHETAN",ONE NIGHT @ THE CALL CENTER /,2009,CSE,MTCSE_CSE,
42016,"SHARMA,  A.K.",OPERATING SYSTEM /,2016,CSE,EEE,
2614,"SILBERSCHARZ, ABRAHAM",OPERATING SYSTEM PRINCIPLES /,2005,CSE,CSE,
982,"CHARLES, CROWLEY",OPERATING SYSTEMS /,2007,CSE,CSE,
38726,"MARY,  B.",OPERATING SYSTEMS /,2016,CSE,CSE,
2731,"NUTT, GRAY",OPERATING SYSTEMS /,2007,CSE,CSE,
39221,SRIPAL,OPERATING SYSTEMS /,2017,CSE,CIV,
4958,"DHAMDHERE, DHANANJAY M.",OPERATING SYSTEMS :,2007,CSE,CSE,
39552,"STALLINGS,  WILLIAM",OPERATING SYSTEMS :,2011,CSE,CSE,
5074,"PRASAD, BALAKRISHNA P.",OPERATING SYSTEMS AND SYSTEMS PROGRAMMING /,2007,CSE,CSE,
45704,GATE FORUM,OPERATING SYSTEMS-7,2017,CSE,AID,
4079,"MURTHY, P.S.R.",OPERATION AND CONTROL IN POWER SYSTEMS /,2007,CSE,CSE,
6719,"KAPADIA, RAJIV",OPERATIONAL AMPLIFIERS & LINEAR INTEGRATED CIRCUITS /,1982,CSE,GENERAL,
4366,"CLAYTON, GEORGE",OPERATIONAL AMPLIFIERS /,2004,CSE,CSE,
4217,"COUGHLIN, ROBERT F.",OPERATIONAL AMPLIFIERS AND LINEAR INTEGRATED CIRCUITS /,2011,CSE,CSE,
4978,"ASKHEDKAR, R.D.",OPERATIONS RESEARCH /,2006,CSE,CSE,
5029,"KAPOOR, V.K",OPERATIONS RESEARCH /,2004,CSE,CSE,
3069,"SHARMA, S.D.",OPERATIONS RESEARCH /,2005,CSE,CSE,
5030,"TAHA, HAMDY A.",OPERATIONS RESEARCH /,2004,CSE,CSE,
42018,"VEERARAJAN,  T.",OPERATIONS RESEARCH /,2017,CSE,EEE,
39663,"YADAV,  R.",OPERATIONS RESEARCH /,2015,CSE,DCSE,
43547,"YADAV,  S.R.",OPERATIONS RESEARCH /,2014,CSE,DEEE,
2661,"FRANZ, J.H.",OPTICAL COMMUNICATIONS COMPONENTS AND SYSTEMS /,2008,CSE,CSE,
2084,"GHATAK, AJOY",OPTICAL ELECTRONICS /,2007,CSE,CSE,
3614,"KEISER, GERD",OPTICAL FIBER COMMUNICATION /,2006,CSE,CSE,
1375,"SENIOR, JOHN M.",OPTICAL FIBER COMMUNICATION /,1999,CSE,CSE,
5028,"SHMIR, JOSEPH",OPTICAL SYSTEMS AND PROCESSER /,2011,CSE,CSE,
4867,"MITAL, K.V.",OPTIMIZATION METHODS /,2007,CSE,CSE,
5486,"ABBEY, MICHAEL",ORACLE 8 i: A BEGINNERS GUIDE /,2002,CSE,CSE,
5832,"URMAN, SCOTT",ORACLE 8I ADVANCED PL/SQL PROGRAMMING /,1992,CSE,CSE,
2605,"VELPURI, RAMA",ORACLE 8I BACK UP AND RECOVERY HAND BOOK /,1997,CSE,CSE,
2480,"SALOMAN, LEROY","ORACLE 8I JAVA COMPONENT PROGRAM WITH EJB,CORBA AND JSP / ",1991,CSE,CSE,
5485,"LONEY, KEVIN",ORACLE 9I THE COMPLETE REFERENCE /,2002,CSE,CSE,
5416,"LONEY, KEVIN",ORACLE 9i DBA HANDBOOK /,2001,CSE,CSE,
5020,"BAYROSS, IVAN",ORACLE DEVELOPER 2000 /,2001,CSE,CSE,
4699,"TANANBAUM, ANDREW S.",ORATING SYSTEMS & IMPLEMENTATION /,2006,CSE,CSE,
5119,"WORTH, RCHARD",ORGANIZATION SKILLS /,2007,CSE,CSE,
4542,"BANKS, ARNOLD",OSCILLO COPES GUIDE /,2009,CSE,CSE,
6101,"SAMS, HOWARD W.",OSCILLOSCOPE GUIDE /,2003,CSE,CSE,
5291,"KROUWEL, BILL",OUT DOOR TRAINING /,2008,CSE,CSE,
1665,"WEHMEIER, SALLY",OXFORD ADVANCED LEARNERS DICTIONARY /,2008,CSE,CSE,
6678,"DAINTITH, JOHN",OXFORD DICTIONARY OF PHYSICS /,2006,CSE,H&S,
2735,"CULLER, DAVID E.",PARALLEL COMPUTER ARCHITECTURE /,2006,CSE,CSE,
5724,"WILKINSON, BARRY",PARALLEL PROGRAMMING /,2007,CSE,CSE,
3929,"DALE, NELL","PASCAL PLUS DATA STRUCTURES, ALGORITHMS, AND ADVANCED PROGRAMMING / ",2008,CSE,CSE,
5236,"PARTHASARATHY, R.",PATHS OF INNOVATORS /,2007,CSE,CSE,
1221,"GOSE, EARL",PATTERN RECOGNITION AND IMAGE ANALYISIS /,2007,CSE,CSE,
5854,BPB EDITORIAL BOARD,PC LEARNING LABS TEACHING MICROSOFT OFFICE /,1997,CSE,CSE,
4625,"GUSHARAN, SINGH",PC SOFTWARE MADE EASY 10IN 1 /,2003,CSE,CSE,
2632,"TAXALI, R.K.",PC SOFTWARE SIMPLE /,2007,CSE,MBA,
6669,"BRIEN, DEVEK O.",PENGUIS INDIA REFERENCE YEAR BOOK 2006 /,2003,CSE,ECE,
1327,"SRINATH, L.S.",PERT AND CPM : PRINCIPLES AND APPLICATIONS /,2003,CSE,CSE,
1334,"BHATTACHARYA, S.K.",PERT/CPM PROJECT MANAGEMENT /,2003,CSE,CSE,
6119,"SHUFFLEBOTHAM, ROBERT",PHOTOSHOP 7.0 /,2003,CSE,CSE,
5296,"SENBERG, C.I.",PHYSICS EXPERIMENTS AND PROJECTS FOR STUDENTS - 2 /,2009,CSE,CSE,
5135,"ISENBERG, C.",PHYSICS EXPERIMENTS AND PROJECTS FOR STUDENTS - 3 /,1999,CSE,CSE,
3399,"SRINIVASAN, M.R.",PHYSICS FOR ENGINEERS /,2005,CSE,CSE,
1745,"NORTONS, PETER",PHYSICS OF SEMICONDUCTOR DEVICES /,1999,CSE,CSE,
3734,"ROY, DILIP K.",PHYSICS OF SEMICONDUCTOR DEVICES /,1990,CSE,CSE,
1261,"SZE, S.M.",PHYSICS OF SEMICONDUCTOR DEVICES /,2007,CSE,CSE,
6399,"MURALI KRISHNA, K.V.S.G.",PLACEMENT & PERSONALITY DEVELOPMENT /,2006,CSE,CSE,
2821,"ROBERTAZZI, THOMAS G.",PLANNING TELECOMMUNICATION NETWORKS /,2001,CSE,CSE,
4804,"BIMBHRA, P.S.",POWER ELECTRONICS /,2003,CSE,CSE,
4693,"LANDER, CYRIL W.",POWER ELECTRONICS /,2007,CSE,CSE,
3149,"SEN, P.PC.",POWER ELECTRONICS /,2003,CSE,CSE,
3839,"SUBRAHMANYAM, VEDAM",POWER ELECTRONICS /,2006,CSE,CSE,
4077,"RASHID, MUHAMMAD HARUNUR",POWER ELECTRONICS CIRCUITS DEVICES AND APPLICATIONS /,2001,CSE,H&S,
6688,"PEALE, NORMAN VINCENT",POWER OF THE PLUS FACTOR /,2009,CSE,MCA,
4986,"SKROTZKI, BERNHARDT G.A.",POWER STATION ENGINEERING AND ECONOMY /,2007,CSE,CSE,
4551,"GOTTFILED, IRVING M.",POWER SUPPLIES: SWITCHING REGULATORS INVERTERS AND CONVERTERS /,1998,CSE,CSE,
6609,"GUPTA, J.B.",POWER SYSTEM /,2010,CSE,DCOM,
3460,"BERGE, A.R.",POWER SYSTEM ANALYSIS /,2004,CSE,CSE,
3054,"GRAINGER, JOHN.J.",POWER SYSTEM ANALYSIS /,2005,CSE,CSE,
4817,"SAUER, PETER W.",POWER SYSTEM DYNAMICS AND STABILITY /,2006,CSE,CSE,
4819,"PADIYAR, K.R.",POWER SYSTEM DYNAMICS STABILITY AND CONTROL /,2007,CSE,CSE,
4821,"MADHAVA RAO, T.S.",POWER SYSTEM PROTECTION /,2004,CSE,CSE,
3404,"RAVINDRANATH, B.",POWER SYSTEM PROTECTION AND SWITCHGEAR /,2007,CSE,CSE,
5937,"KIMBARK, EDWARD WILSON",POWER SYSTEM STABILITY - 1 :,2001,CSE,CSE,
5554,"KIMBARK, EDWARD WILSON",POWER SYSTEM STABILITY - 3 /,2004,CSE,CSE,
5295,"MCKENNA, COLLEN",POWERFUL COMMUNICATION SKILLS /,2011,CSE,CSE,
3470,"ARORA, S.C.",POWERPLANT ENGINEERING /,2006,CSE,MCA,
43451,"LANHAON,  MICHEAL",PRACTICAL AI ON THE GOOGLE CLOUD /,2020,CSE,ME,
4525,"MALHOTRA, RAJESH",PRACTICAL AUDIO VISUAL PROJECTS /,2008,CSE,CSE,
5725,"WILSON, GREGORY V.",PRACTICAL PARALLEL PROGRAMMING /,2007,CSE,CSE,
4532,"JAIN, GYAN C.",PRACTICAL TRANSISTOR EQUILENT MANUAL /,2206,CSE,CSE,
5109,"WEINBERG, GEORGE",PRACTICAL WAYS TO A POWERFUL PERSONALITY /,1988,CSE,CSE,
43468,"BHATTACHARJEE,  ANINDITA DAS",PRACTICE WORK BOOK ARTIFICIAL INTELLIGENCE AND SOFTCOMPUTING FOR BEGINNERS /,2018,CSE,ME,
4106,"JNTU, KAKINADA",PRCEDING OF NATIONAL CANFERENCE ON RESEBT TRENDS IN CAD / CAM /,1995,CSE,CSE,
4530,SHARMA.M.C,PRCTICAL SCR/TR/AC PROJECTS /,2001,CSE,CSE,
5301,"RATONDO, JENNEFER",PRESENTATION SKILLS FOR MANAGERS /,2002,CSE,CSE,
5206,"SUDERSHAN, N.B.",PRESIDENT KALAMS CALL TO THE NATION /,2002,CSE,CSE,
5105,"BENEDETTO, SERGIO",PRINCEPLES OF DIGITAL TRANSMISSION WITH WIRELESS APPLICATIONS /,1999,CSE,CSE,
4277,"ZIEMER, RODGER E.",PRINCIOLES OF COMMUNICATIONS SYSTEMS MODULATIONS AND NOISE /,2005,CSE,CSE,
2376,"WALTER, RUDDIN",PRINCIPAL OF MATHEMATICAL ANALSIS /,2006,CSE,CSE,
5123,"COVEY, STEPHEN R.",PRINCIPLE CENTRED LEADERSHIP /,1995,CSE,CSE,
2266,"PRASAD, L.M.",PRINCIPLES AND PRACTICE OF MANAGEMENT /,2006,CSE,CSE,
